title,release_date,genres,overview,first_genre
Flash Gordon: Trip to Mars,1938-03-21,Adventure|Science Fiction|Action,theatric releas 15-episod serial star buster crabb,Adventure
In the Electric Mist,2009-04-15,Thriller|Drama|Crime|Mystery,lt dave robicheaux detect new iberia louisiana tri link murder local hooker new orlean mobster juli babi feet balboni co-produc civil war film time elrod syke star film report find corps atchafalaya swamp movi set robicheaux start investig believ corps remain black man saw murder year,Thriller
Killshot,2008-11-13,Crime|Drama|Thriller,beauti carmen colson ironwork husband wayn place feder wit protect program wit incid think last safe target experienc hit man psychopath young upstart killer,Crime
Blind Husbands,1919-10-21,Romance|Drama,austrian militari offic roue attempt seduc wife surgeon men confront test abil end surpris,Romance
Dead Snow,2009-01-09,Horror|Comedy,eight medic student ski trip norway discov hitler horror live come face face battalion zombi nazi soldier intent devour anyon unfortun enough wander remot mountain sent die,Horror
Land of the Lost,2009-06-05,Adventure|Comedy|Science Fiction,latest expedit dr rick marshal suck space-tim vortex research assist redneck survivalist altern univers trio make friend primat name chaka alli world full dinosaur fantast creatur,Adventure
A Free Soul,1931-06-02,Crime|Drama|Romance,alcohol lawyer success defend notori gambler murder charg object free-spirit daughter becom romant involv,Crime
The Taking of Pelham 1 2 3,2009-06-11,Thriller|Drama|Crime,arm men hijack new york citi subway train hold passeng hostag return ransom turn ordinari day work dispatch walter garber face-off mastermind crime,Thriller
Chain Reaction,2006-01-01,Horror|Foreign,prison bus dozen crimin board accid ram car dr dougla madsen way home most prison die surviv sever injur kill guard head wood take dr dougla madsen hostag sudden huge hous appear middl wood leader group arthur emphas kill dougla singl member famili wound brother would die meanwhil member famili show strang behavior soon mayhem break loos,Horror
Jekyll + Hyde,2006-05-05,Horror|Thriller,henri jekyl young scienc student friend mari experi various drug compound order creat personality-enhanc drug believ turn success popular person crave test drug mari jekyl discov horrif consequ one might abl control,Horror
Went the Day Well?,1942-12-07,Thriller|War,quiet villag bramley end taken german troop pose royal engin task disrupt england radar network prepar full scale german invas villag discov true ident troop thwart nazi plan,Thriller
The Stoning of Soraya M.,2008-09-07,Crime|Drama,drama set iran center man sahebjam car break remot villag enter convers zahra relay stori niec soraya arrang marriag abus tyrant tragic end,Crime
The Crawling Hand,1963-09-04,Horror|Science Fiction,astronaut space capsul deton orbit teenag find sever arm wreckag earth thing return life murder poss young man mind,Horror
Small Town Gay Bar,2007-03-31,Documentary,stori communiti deep south forc deal struggl ignor hypocrisi oppress,Documentary
Mindwarp,1992-05-25,Horror|Science Fiction|Thriller,revolt mutant hunt human outcast underground fighter bruce campbel marta alicia futur world mind control,Horror
The Land That Time Forgot,1975-08-13,Adventure|Fantasy|Science Fiction,world war german u-boat sink british ship take survivor board take wrong turn submarin take unknown land caprona find dinosaur neanderth,Adventure
Tyson,2008-05-16,Documentary|Drama,director jame toback take unflinch uncompromis look life mike tyson almost sole perspect man tyson altern controversi boxer address camera shot champion fight creat arrest pictur man,Documentary
The Alibi,2006-01-12,Romance|Comedy|Drama,con man ray elliot decid leav crime start compani sell fake alibi client unfaith signific other seem streetwis ray found call unexpect becom murder suspect case involv influenti custom now polic assassin call mormon track ray attract assist lola must clear name,Romance
Garfield's Pet Force,2009-08-05,Animation|Comedy|Family,noth world make garfield get involv anyth eat muscular super cat garzooka come crash cartoon world comic book univers terrifi news garfield summon willpow join superhero garzooka fight save world,Animation
Tu£sday,2008-10-10,Crime|Mystery,career crimin glamor bank worker over-the-hil has-been happen plan robberi london bank day sheer coincid investig detect must tri deduc seem unrel peopl came area respons lift priceless emerald,Crime
Luther the Geek,1990-01-01,Horror,young child luther geek freak wit band men goad geek man bite chicken head drink blood perform ensu hullabaloo luther bite lip like tast blood flash forward thirti year parol board meet discuss luther releas seem cheeki blighter murder folk meantim dopey parol board traine side liber luther unleash special pair custom metal teeth luther proceed bite head mani hapless folk tens end movi notabl 's bare dialog whole stretch pass sound most audio compos luther cluck insan chicken,Horror
Les vampires,1915-11-13,Crime|Action,journalist attempt uncov truth crimin organis known vampir terror pari,Crime
The Limits of Control,2009-05-01,Crime|Drama|Thriller|Mystery,mysteri stranger work law keep object hidden trust one demeanor paradox focus dreamlik embark journey take spain also conscious,Crime
Heavy Metal in Baghdad,2007-09-08,Documentary|Music,stori iraq heavi metal band fight play music,Documentary
Home,2009-06-03,Documentary,aerial footag countri home depict earth problem interlink,Documentary
K2,1991-10-09,Thriller|Action|Adventure|Drama,call savag mountain peopl perish tri reach summit k2 world second highest peak u.s climb team fund millionair clairborn determin conquer k2,Thriller
Dabbe,2006-02-09,Horror|Thriller,larg number peopl start commit suicid use brutal horribl techniqu reason start unit state suicid wave spread world turkey small town call selcuk young man kill long night spend internet follow incid best friend start get strang e-mail also start see horribl creatur begin apocalyps,Horror
The File on Thelma Jordon,1950-01-18,Crime|Drama,woman seduc district attorney pull web theft murder,Crime
The Mob,1951-09-07,Crime,undercov offic broderick crawford track waterfront corrupt california new orlean back,Crime
Is It College Yet?,2002-01-01,Animation|Comedy,"vile thing must come end daria morgendorff mean 's time look high school colleg littl girl grown fast 's time higher learn lower expect heavi dose sarcasm special movi present follow daria visit colleg campus council friend jane set thing straight boyfriend tom ,",Animation
The Journey to Melonia,1989-12-15,Animation|Family|Adventure,when ship sink storm slave industri island plutonia wash beach paradis island melonia all-pow wizard prospero strang friend resid,Animation
Night Of The Living Dead 3D,2007-05-06,Horror,homag re-imagin origin film updat follow group survivor trap farmhous battl sieg undead zombi ,Horror
Mumia Abu-Jamal: A Case for Reasonable Doubt?,1998-03-01,Documentary,documentari cover case mumia abu-jam black nationalist journalist philadelphia pennsylvania convict kill philadelphia polic offic sentenc death trial mark controversi prosecutori defens tactic charg racism,Documentary
Off the Charts: The Song-Poem Story,2003-11-13,Documentary,warp fun-hous mirror song-poem industri run parallel mainstream music busi close centuri 's estim song-poem record genr durabl trace deepest american desir show busi get rich quick share express deepest feel meet sever songwrit elder woman young african-american man small-town iowan big-tim dream busi awhil churn odd composit cover waterfront american obsess jesus genitalia polit elvi also meet produc often known song-shark hold tantal promis fame eager custom has-been musician sit studio day day year year ,Documentary
Kambakkht Ishq,2009-07-03,Romance|Comedy|Drama,kambakkht ishq stuntman supermodel n't believ love hilari seri event fall,Romance
Tales of the Black Freighter,2009-03-24,Animation|Horror|Action,marin surviv attack dread pirat black freighter struggl return home warn horrif cost,Animation
News from a Personal War,1999-04-14,Documentary|Crime,documentari urban violenc brazil especi rio janeiro policemen drug dealer shantytown dweller get trap daili war know winner,Documentary
The Boys: The Sherman Brothers' Story,2009-01-01,Documentary,documentari troubl sibl relationship robert b sherman amp richard m sherman aka sherman brother academi award grammy-win songwrit famous icon disney famili movi hit,Documentary
1939: Hollywood's Greatest Year,2009-07-02,Documentary, hollywood greatest year once-over-light evoc slate classic film unmatch year permit best pictur nomine final cut includ gone wind wizard oz dark victori goodby mr chip mr smith goe washington ninotchka mice men stagecoach wuther height love affair shut roar 20s hunchback notr dame intermezzo destri ride again idiot delight young mr lincoln gunga din hour-long film find room acknowledg non-start breviti mean lot get left includ absenc anyth n't celebr studio system includ practic shrewd tyrant ran seen brief archiv footag,Documentary
Madigan,1968-03-29,Crime|Drama|Thriller,policemen bonaro madigan lose gun fugit barney benesch compens nyc detect given weekend bring benesch justic bonaro madigan follow various lead polic commission russel goe duti includ attend function meet aggriev relat counsel spous fallen offic,Crime
Terrified,1995-01-13,Thriller|Horror|Mystery,traumat wit jealous husband kill adulter lover unbalanc nymphomaniac young woman find stalk unknown assail make anyon believ desper situat,Thriller
Iron Maiden: Flight 666,2009-04-21,Documentary|Music,chronolog account heavi metal band iron maiden world tour india australia japan usa canada mexico south america jet pilot band front man bruce dickinson featur interview musician road crew fan,Documentary
Harry Potter and the Half-Blood Prince,2009-07-07,Adventure|Fantasy|Family,harri begin sixth year hogwart discov old book mark properti half-blood princ begin learn lord voldemort dark past,Adventure
Blue Blood,2006-04-26,Documentary,make mild manner intellectu join oxford univers box club film follow novic becom fighter storyvill ,Documentary
Who Killed Nancy?,2009-02-06,Documentary|Foreign,octob new york polic discov lifeless bodi year-old woman slump bathroom sink hotel room woman nanci spungen ex-prostitut sometim stripper heroin addict girlfriend sex pistol bassist sid vicious trial tabloid newspap vicious pronounc guilti noon follow day case never chanc brought trial number new york cop n't convinc less month later sid die heroin overdos next year assumpt sid case close time death sid nanci pass rock legend ad controversi notori imag sex pistol punk music request sid mother rock author punk expert alan parker devot discov realli happen room,Documentary
Senso,1954-09-02,Romance|Drama|History,troubl neurot italian countess betray entir countri self-destruct love affair austrian lieuten,Romance
The Imaginarium of Doctor Parnassus,2009-10-01,Adventure|Fantasy|Mystery,travel theater compani give audienc much expect,Adventure
9to5: Days in Porn,2008-08-24,Documentary,- day porn focus peopl controversi multi-billion dollar industri adult entertain industri depict stori differ unadorn authent glorif prejudic deliv deep insight person live glamor grotesqu strang fascin offens absurd sometim funni moment,Documentary
Sink or Swim,1990-09-30,Documentary|Drama,seri twenti short stori girl describ childhood event shape idea fatherhood famili relat work play stori unfold dual portrait emerg father care career famili daughter deepli affect behavior work counterpoint forc text sensual black white imag depict extraordinari ordinari event daili life togeth creat formal complex emot intens film,Documentary
Shiver,2008-02-08,Horror|Thriller,santi young high-school student serious physic reaction sunlight forc health move singl mother shadowi isol villag mountain spain inhabit begin reveal strang xenophob when terribl violent event begin occur santi becom first pariah school strong suspect polic hideous murder santi howev wonder next victim,Horror
Winter of Frozen Dreams,2009-06-01,Crime|Drama|History|Thriller,barbara hoffman univers wisconsin scienc student part-tim employe local massag parlor also killer now detect lull prove,Crime
Polytechnique,2009-01-24,Crime|Drama,dramat montreal massacr sever femal engin student murder unstabl misogynist,Crime
The Vault of Horror,1973-03-16,Horror,sequel tale crypt stranger trap basement vault convers recur nightmar stori includ vampir bodili dismember east indian mystic insur scam artist kill paint victim death,Horror
Judas Kiss,1998-09-16,Thriller|Crime|Drama,shoot u.s senat wife rais stake kidnapp seek hefti ransom comput magnat,Thriller
One Week,2008-09-08,Adventure|Drama,ben tyler joshua jackson diagnos cancer grim chanc surviv best case scenario even immedi begin treatment instead decid take motorcycl trip toronto canadian prairi british columbia,Adventure
Pavement: Slow Century,2002-10-22,Documentary,documentari trace exist note rock band pavement final perform late dvd also compil music video rare live footag audio commentari band director live concert avail multipl angl,Documentary
A Perfect Fake,2005-04-15,Documentary,myth stori abound speak man desir bring life inanim matter perfect fake look persist myth modern time take world men chosen reject realiti human sexual companionship order pursu emot physic bond varieti erot surrog film examin emerg market hyper-realist simul real women computer-gener virtual pornographi erotica perfect fake also delv disturb world men share live life-s femal love doll perfect fake compel studi new technolog extend age-old human desir gratif control,Documentary
Orphan,2009-07-24,Horror|Thriller|Mystery,marri coupl rocki past adopt 9-year old esther fill void creat recently-stillborn babi howev esther quit seem,Horror
Winged Creatures,2008-06-24,Crime|Drama,psychot man open fire diner murder numer peopl kill survivor struggl differ way follow horrend event doctor doubt instinct elect use experiment medic procedur wife gambler believ 's lucki streak waitress begin engag promiscu sex young girl father dead gain unexpect fame,Crime
My first war,2008-04-06,Documentary,age draft soldier second lebanes war instinct grab video camera movi recal lack justic unnecessari war loss valuabl live person earthquak nation whole yariv mozer ,Documentary
The Collector,2009-07-09,Horror|Thriller,desper repay debt ex-wif ex-con plot heist new employ countri home unawar second crimin also target properti rig seri dead trap,Horror
A Perfect Getaway,2009-06-08,Thriller|Mystery|Adventure,honeymoon newlyw cliff cydney head tropic island hawaii journey paradisa countrysid coupl encount kale cleo disgruntl hitchhik nick gina wild well-mean spirit help guid lush jungl picturesqu waterfal scenic mountainsid quick give way terror cliff cydney learn grisli murder occur nearbi realiz re follow chanc acquaint suspici fit descript killer,Thriller
Fan-Fan the Tulip,1952-03-21,Romance|Adventure|Comedy|Drama,fanfan young handsom peasant join armi escap marriag gipsi girl predict get glori king daughter wife gipsi girl fact adelin daughter recruit offic onc discov stratagem fanfan refus forget dream decid fulfil destini fake predict fantast swashbuckl adventur 18th centuri set light critic war mighti,Romance
Dark Ride,2006-10-20,Horror|Thriller,year brutal murder girl killer escap mental institut return turf theme park attract call dark ride crash path group colleg kid road trip stumbl park,Horror
Aliens in the Attic,2009-07-31,Adventure|Comedy|Family|Fantasy|Science Fiction,'s summer vacat pearson famili kid stuck bore lake hous nerdi parent feisti littl green alien crash-land roof plan conquer hous earth use wit courag video game-play skill youngster must band togeth defeat alien save world toughest part might keep whole thing secret parent featur all-star cast includ ashley tisdal andi richter kevin nealon tim meadow dori robert alien attic fun planet ,Adventure
Race to Witch Mountain,2009-03-12,Adventure|Family|Fantasy|Science Fiction|Thriller|Action,taxi driver get bargain pick teen runaway not pair possess supernatur power re also tri desper escap peopl made target,Adventure
G.I. Joe: The Rise of Cobra,2009-08-04,Adventure|Action|Thriller|Science Fiction,egyptian desert deep polar ice cap elit g.i joe team use latest next-gener spi militari equip fight corrupt arm dealer destro grow threat mysteri cobra organ prevent plung world chao,Adventure
Wings of Hope,2000-02-01,Documentary,werner herzog return south american jungl julian koepck german woman sole survivor plane crash find remain plane recreat journey jungl,Documentary
Okie Noodling,2001-03-10,Documentary,centuri uniqu breed fishermen catch monster catfish bare hand river lake oklahoma today tradit noodl still oki angler hook documentari bradley beesley featur interview hardcor handfish veteran well footag real noodler action set origin music score rock band flame lip oki noodl offer anecdot look unusu piec midwest american cultur,Documentary
Evangelion: 1.0: You Are (Not) Alone,2007-09-01,Animation|Science Fiction|Action|Drama,second impact tokyo-3 attack giant creatur call angel seek erad humankind child shinji object fight angel pilot mysteri evangelion mecha unit remak first episod gainax famous anim seri film retitl evangelion  dvd releas evangelion  releas blu-ray addit scene,Animation
Love Hina Christmas Special: Silent Eve,2000-12-24,Animation|Comedy|Romance,round preliminari test approach keitaro christma first christma millennium rumor confess love special eve come true keitaro decid need christma eve re-tak afford take attent away test day ,Animation
Harvard Beats Yale 29-29,2008-11-19,Documentary|Drama,filmmak kevin rafferti take viewer wit legendari colleg footbal game meet peopl involv interweav actual gridiron footag player reflect name may familiar tommi lee jone friend al gore georg w bush interviewe view game place turbul histori colleg scene add unexpect dimens,Documentary
Mystery Street,1950-07-28,Crime|Drama,when skelet remain pregnant prostitut turn massachusett beach barnstabl cop peter moral montalban team boston polic use forens help dr mcadoo harvard doctor bennett figur woman cop tri figur die later kill,Crime
"Good Men, Good Women",1995-05-13,Romance|Drama|History,intend conclud film trilog modern histori taiwan began beiq chengshi  film reveal stori level film film well past present link young woman liang ching persecut anonym man call repeat speak stolen diari fax page daili liang also rehears new film due go product soon film entitl haonan haonu coupl chiang bi-yu chung hao-tung return china particip anti-japanes movement china arrest communist go back taiwan,Romance
Side Street,1950-03-23,Crime,struggl young father-to-b give temptat impuls steal envelop money offic corrupt attorney instead dollar contain decid return money thing go wrong begin troubl,Crime
The Matador,2008-11-20,Documentary,grow granada spain young david fandila alway dream matador documentari captur rise el fandi spain renown bullfight first enter ring age 's never doubt fandila top game filmmak stephen higgin nina gilden seavey weigh signific bullfight cultur tradit inher danger cruelti,Documentary
Great Guy,1936-12-01,Crime|Drama|Mystery,adventur investig cagney bureau weight measur,Crime
The Hurricane Express,1932-08-01,Adventure,wrecker wreck train l r railroad victim larri baker father baker want find evildo host suspect difficult wrecker disguis look almost anyon,Adventure
The Secret of Moonacre,2008-09-06,Adventure|Fantasy|Drama|Science Fiction|Romance|Family,when year old maria merryweath father die leav orphan homeless forc leav luxuri london life go live sir benjamin eccentr uncl n't know mysteri moonacr manor,Adventure
Olympia Part One: Festival of the Nations,1938-04-20,Documentary,first part olympia documentari olymp game berlin german director leni riefenstahl film play theater fall nazi regim,Documentary
Olympia Part Two: Festival of Beauty,1938-04-20,Documentary,second part olympia documentari olymp game berlin german director leni riefenstahl film play theater fall nazi regim,Documentary
Cinematographer Style,2006-06-25,Documentary,world top cinematograph discuss art film look way,Documentary
The Cell 2,2009-02-27,Horror|Science Fiction|Thriller,cusp serial killer kill victim bring back life  beg die maya psychic investig gain power year coma cusp first victim now cusp killer back maya littl time never done go mind killer unprotect save latest victim,Horror
Summer School,2006-10-05,Horror,have spent last day watch crappi b grade horror film catch websit movi review charl attempt attend first day summer school want get physic class way start senior year attend summer school well court order less charl friend denni steve also crush lindsey appear final notic teacher mrs wickham n't drive insan lurk school might,Horror
The Master Touch,1972-12-08,Thriller|Foreign,master thief prison concoct riski final score would net dollar,Thriller
Lorna's Silence,2008-08-27,Crime|Drama,order becom owner snack bar boyfriend lorna young albanian woman live belgium becom accomplic diabol plan devis mobster fabio,Crime
It Might Get Loud,2009-08-14,Documentary|Music,documentari electr guitar point view signific rock musician edg jimmi page jack white,Documentary
Moonfleet,1955-06-24,Adventure,set eighteenth centuri film john mohun young orphan play jon whiteley sent dorset villag moonfleet stay old friend mother jeremi fox fox play stewart granger moral ambigu charact eleg gentleman involv smuggler pirat,Adventure
Vacancy 2: The First Cut,2008-10-24,Horror|Thriller,young peopl check meadow view inn night rest fulli unawar inn sick-mind employe nefari intent,Horror
Voices,1979-03-14,Romance|Music,oscar-nomine ami irv  cross delanc  carri  star deaf woman fall love aspir rock singer even unabl hear sing,Romance
Troll 2,1990-10-12,Horror,young child terrifi discov plan famili trip haunt vile plant-eat monster worst nightmar ,Horror
London,1994-06-03,Documentary|Foreign,first film patrick keiller robinson trilog preced robinson space robinson ruin,Documentary
Witch Hunt,2008-01-01,Documentary|Crime,execut produc sean penn present witch hunt grip indict american justic system told len small town voter bakersfield california elect tough crime district attorney offic year tenur convict dozen innoc work class mom dad went prison decad exoner remain offic today stori micro level mirror us experienc last year when power allow exist oversight civil right jeopardi,Documentary
Cargo 200,2007-06-06,Thriller|Drama,young woman taken hostag polic offic subsequ abus lawman gone mad,Thriller
Halloween II,2009-08-28,Horror,lauri strode struggl come term brother micheal dead return haddonfield illinoi meanwhil michael prepar reunion sister,Horror
Five Graves to Cairo,1943-05-03,Thriller|War,british armi retreat ahead victori rommel leav lone survivor egyptian border find refug remot desert hotel help hotel owner protest french chambermaid afraid immin arriv rommel german john assum ident recent deceas waiter surviv,Thriller
The Dark Corner,1946-04-09,Crime|Drama,ex con turn privat investig bradford galt suspect someon follow mayb even tri kill assist spunki secretari kathleen stewart dive deep mysteri search answer,Crime
The Secret in Their Eyes,2009-08-13,Crime|Drama|Mystery|Romance,retir legal counselor write novel hope find closur past unresolv homicid case unreciproc love superior still haunt decad later,Crime
Green Street Hooligans 2,2009-03-23,Crime|Drama,when top player green street elit imprison follow dead battl archenemi millwal day becom fight surviv insid rival firm prison guard stop noth make live live hell leav lad choic stand ground fight find happen fearsom notori firm,Crime
The White Ribbon,2009-05-21,Crime|Drama|Mystery,strang event happen small villag north germani year world war seem ritual punish abus suppress children villag seem heart mysteri,Crime
Living with Michael Jackson: A Tonight Special,2003-02-06,Documentary,martin bashir conduct rare interview michael jackson given unpreced access reclus perform privat life span month may januari,Documentary
Paraiso Travel,2009-07-10,Adventure|Drama|Romance,paraiso travel stori marlon cruz young colombian man motiv girlfriend reina leav comfort life medellin flee guatemala mexico border illeg unit state marlon journey take seedi strip club danc hall homeless hostel ultim take place could predict,Adventure
Peter Ibbetson,1935-11-07,Romance|Drama,architect peter ibbetson hire duke tower design build ibbetson discov duchess tower mari now-grown childhood sweetheart love reviv peter sentenc life prison accident kill mari come dream abl live romanc dream world,Romance
Death of a Cyclist,1955-05-08,Crime|Drama|Thriller,coupl affair strike bicyclist car offer aid fear relationship expos,Crime
Beast from Haunted Cave,1959-10-30,Crime|Horror|Science Fiction,ski station dakota gang crimin lead alexand alex ward plan heist golden bar small bank lover alex gypsi boulet goe isol cabin ski instructor gil jackson time bomb explod cave divert attent local gangster steal gold explos releas spider-lik monster due storm group becom trap gil cabin threaten creepi beast,Crime
Valentino: The Last Emperor,2009-01-01,Documentary,film travel singular world itali famous fashion design valentino garavani document colour dramat close act celebr career captur end era global fashion howev heart film love stori uniqu relationship valentino busi partner companion year giancarlo giammetti captur intim moment live itali richest famous men film lift curtain final act near 50-year reign top glamor fierc competit world fashion storyvill ,Documentary
Laid to Rest,2009-04-02,Thriller|Horror,terrifi stori young girl wake casket traumat head injuri memori ident quick realiz abduct derang serial murder isol rural town must surviv night outsmart technolog inclin killer hellbent finish start,Thriller
The Broken,2008-01-18,Thriller|Drama|Horror,life success radiologist spiral control see spit imag drive london street attempt uncov impost could stumbl terrifi mysteri famili closest friend somehow involv leav one trust,Thriller
Tension,1949-11-23,Crime|Drama,drugstor manag warren quimbi basehart marri sexi man-hungri clair totter leav man barney gough quimbi decid murder man devis complex plan involv assum new ident make look someon els murder clair new boyfriend,Crime
The Final Destination,2009-08-26,Horror|Mystery,young man premonit dead race-car crash help save live peer death set collect evad end,Horror
Cloudy with a Chance of Meatballs,2009-09-17,Animation|Comedy|Family,inventor flint lockwood creat machin make cloud rain food enabl down-and-out citizen chewandswallow feed fall food reach gargantuan proport flint must scrambl avert disast can regain control machin put end wild weather town destroy ,Animation
Radio Inside,1994-03-15,Romance|Drama,brother fall love woman must come grip accident death father sensit drama set miami,Romance
Mr. Robinson Crusoe,1932-08-19,Adventure|Comedy,steve drexel voluntarili strand desert island bet intend re-creat civil carv miniatur citi street park avenu jungl drexel befriend dog nativ monkey wild goat captur trap attempt cultiv nativ man friday robinson cruso fail nativ escap,Adventure
"Food, Inc.",2008-09-07,Documentary,documentari filmmak robert kenner examin mammoth corpor taken aspect food chain unit state farm food grown chain restaur supermarket 's sold narrat author activist eric schlosser film featur interview averag american dietari habit commentari food expert michael pollan unsettl footag shot large-scal anim process plant,Documentary
Attack of the 50 Foot Woman,1958-05-19,Horror|Science Fiction,when abus wife grow giant size alien encount abort murder attempt goe cheat husband reveng mind,Horror
Blood Creek,2009-10-09,Horror|Thriller,man brother mission reveng becom trap harrow occult experi date back third reich,Horror
Scandal Sheet,1952-01-16,Thriller,tabloid editor assign young report solv murder editor commit,Thriller
I Want You,1998-02-15,Thriller|Crime|Drama|Music|Romance,young boy sister drawn man obsess pursuit former lover,Thriller
Hellraiser: Deader,2005-06-07,Horror|Mystery|Thriller,london investig crack addict junki articl newspap ami klein watch bizarr videotap underground group youngster bucharest appar becom zombi ami find marla dead puzzl cube hand bring object hotel room open begin journey hell,Horror
Hellraiser: Hellworld,2005-09-06,Horror|Thriller,pinhead return terror comput hacker open virtual lament configur websit hellworld.com,Horror
Chronicle of an Escape,2006-01-01,Crime|Foreign|Thriller,true stori men narrowli escap death hand argentina militari death squad brought screen thriller claudio tamburrini rodrigo de la serna goali minor-leagu footbal team abduct member argentin militari polic taken unoffici detent center fals suspicion terrorist peopl lost live hand argentinean author militari junta rule countri tortur intellig agent look inform n't tamburrini fulli expect becom victim mani session brutal tortur tamburrini fellow captiv guillermo nazareno casero tano martin urruti readi execut final desper act tamburrini dove window rainstorm,Crime
Paranormal Activity,2007-09-14,Horror|Mystery,young middl class coupl move suburban starter tract hous becom increas disturb presenc may may somehow demon certain activ middl night especi sleep tri,Horror
Kinatay,2009-09-23,Thriller|Drama|Crime,young man tri make money marri girlfriend take job soon realiz job involv kill woman,Thriller
5 Dolls for an August Moon,1970-02-14,Horror|Mystery|Thriller,group friend get togeth remot mediterranean island weekend relax soon start turn dead group get togeth determin ident killer amongst,Horror
Capitalism: A Love Story,2009-09-06,Documentary,michael moor capit love stori come home issu 's examin career disastr impact corpor domin everyday live american default rest world,Documentary
Blood of the Beasts,1949-01-01,Documentary|Horror,earli exampl ultra-r movi contrast quiet bucol life outskirt pari harsh gori condit nearbi slaughterhous describ fate anim worker graphic detail,Documentary
The Cove,2009-07-31,Documentary,cove tell amaz true stori elit team individu film maker free diver embark covert mission penetr hidden cove japan shine light dark dead secret shock discoveri tip iceberg,Documentary
The Cameraman's Revenge,1912-10-27,Animation,jilt husband take reveng film wife lover show result local cinema starewicz first anim film star realist anim beetl,Animation
Down to the Cellar,1983-10-31,Animation|Horror|Mystery,littl girl goe basement cellar fetch potato find hidden fear cellar depict anim form,Animation
Metropia,2009-10-21,Animation|Drama|Science Fiction|Thriller,near futur oil reserv near deplet europ connect seri underground tunnel navig tunnel roger hear voic particular seek way rid voic lead roger deeper bizarr conspiraci control mind bodi,Animation
"The Pit, the Pendulum and Hope",1984-01-01,Animation|Horror|Mystery,short film base edgar allan poe pit pendulum august villier l'isle-adam a tortur hope,Animation
Grace,2009-08-14,Horror|Thriller,wake horrif car accid kill husband michael expect mother madelin matheson discov daughter grace die womb ignor doctor warn fetus must remov bodi grief-stricken matheson demand carri child term even endang life curious littl grace emerg undead crave human blood,Horror
The Haunted World of El Superbeasto,2009-09-12,Animation|Horror|Action|Comedy,haunt world el superbeasto anim comedi also combin element horror thriller film base comic book seri creat rob zombi follow charact el superbeasto sexi sidekick sister suzi-x voic sheri moon confront evil villain name dr satan,Animation
Trick 'r Treat,2007-10-05,Horror|Thriller,interwoven stori occur halloween everyday high school princip secret life serial killer colleg virgin might met guy group teenag pull mean prank bitter old reclus receiv uninvit guest,Horror
The Hills Run Red,2009-06-12,Horror,group young horror fan go search film mysteri vanish year ago instead find dement killer movi real 's thrill meet fan die gruesom art,Horror
Unmistaken Child,2009-06-07,Documentary|Foreign,nepal vener monk gesh lama konchog die discipl youth monk name tenzin zopa search master reincarn film follow search tsum valley find young boy right age uncannili respond konchog possess is reincarn master boy pass sever test tenzin take meet dali lama will parent agre let boy go monasteri child respond central film relationship child develop tenzin,Documentary
The September Issue,2009-08-28,Documentary,documentari chronicl vogu editor-in-chief anna wintour prepar fall-fashion issu,Documentary
Sorority Row,2009-09-09,Horror|Mystery|Thriller,when soror girl inadvert caus murder sister prank gone wrong agre keep matter never speak get live prove easier said done graduat mysteri killer goe anyon know secret,Horror
Abbott and Costello Meet Captain Kidd,1952-12-27,Adventure|Comedy,hapless waiter tavern spanish main play cupid aristocrat ladi jane tavern co-work bruce martindal bumpkin mix-up love letter captain kidd treasur map skull island lead kidnap taken notori pirat island,Adventure
The Killing of John Lennon,2007-12-07,Crime|Drama,film follow travel account mark chapman jona ball give watcher insight mind start hawaii fit anyon includ job famili friend etc say search purpos life direct seek refug public librari find book the catcher rye becom obsess book believ protaganist book holden caulfield believ idea book reflect person life fit anywher read constant find book librari beatl singer john lennon begin person hatr,Crime
Capone,1975-04-16,Crime|Drama,stori rise fall infam chicago gangster al capon control exhibit citi prohibit year,Crime
Bay of Angels,1963-03-01,Romance|Drama,compuls gambler fall love bank clerk claud mann holiday nice first lover simpli use good luck charm happen love luck run ,Romance
Deadgirl,2008-09-06,Romance|Horror|Thriller,when high school misfit ricki jt decid ditch school find lost crumbl facil nearbi abandon hospit come face-to-fac gruesom discoveri bodi woman strip nake chain tabl cover plastic soon realiz anyth dead quick boy find embark twist yet poignant journey test limit friendship forc decid far re will stretch understand right wrong,Romance
Lola,2006-09-28,Romance|Drama,film french-spanish product dialog french lo que se de lola english know lola lone guy live unev life pari take care mother day girl excit life move apart build ,Romance
Bye-Bye Bin Laden,2009-01-01,Animation|Comedy|Music,bush bin laden battl nation televis duel seri aim boost popular mass anim music satir cast charact includ osama bin laden mullah omar jenna bush bin laden waffl format bush come surefir winner  georg jenna comedi hour danc crucifix patriot hot pant order day,Animation
The Windmill Movie,2008-10-05,Documentary,filmmak richard p roger tri twenti year make documentari life die leav project unfinish widow acclaim photograph susan meisela commiss former student alexand olch make film piec start hampton town wainscott film weav roger footag journey childhood memori less encourag mother famili background privileg roger persist dog attempt document life roger friend actor writer wallac shawn join process film investig differ documentari fiction tell tragic stori roger life,Documentary
Get Thrashed,2006-10-03,Documentary|History|Music,get thrash trace rise fall impact thrash metal earli year influenc grung nu metal today heavi metal scene stori heaviest hardest music earli told band live fan band grew artist carri thrash metal flag today,Documentary
The Man Who Watched Trains Go By,1952-12-01,Crime|Drama,meek teller think 's kill boss flee box cash hope new life younger mistress,Crime
